#,NAME,PX,ELONG,ELAT,PMELONG,PMELAT,Gl,Gb,ZZ,XX,YY,ASSOC,DISC.,PSR,NGLT,AGE,
,,(mas),(deg),(deg),(mas/yr),(mas/yr),(deg),(deg),(kpc),(kpc),(kpc),,DATE,TYPE,,(Yr),
738,J1347-5947,*,230.884,-44.635,*,*,309.914,2.318,0.25,-4.82,4.47,*,2001,*,*,6.82E+05,
739,J1348-6307,*,233.534,-47.408,*,*,309.353,-0.962,-0.18,-8.23,1.75,*,2001,*,*,3.88E+06,
740,J1349-6130,*,232.453,-45.971,*,*,309.813,0.587,0.06,-4.22,4.99,*,2001,*,*,8.02E+05,
741,J1349-63,*,234.255,-48.067,*,*,309.237,-1.772,-0.29,-7.21,2.61,*,2015,*,*,*,
742,J1350-5115,*,226.074,-36.898,*,*,312.233,10.549,0.6,-2.4,6.32,*,1998,*,*,6.23E+06,
743,J1350-6225,*,233.302,-46.698,*,*,309.734,-0.343,0,0,8.5,GRS:3FGL_J1350.4-6224[aaa+15],2017,NRAD,*,2.46E+05,
744,J1352-6803,*,238.166,-51.346,*,*,308.614,-5.866,-1.01,-7.7,2.35,*,2001,*,*,8.07E+06,
745,J1354-6249,*,234.152,-46.812,*,*,310.07,-0.832,-0.07,-3.95,5.18,*,2003,*,*,3.16E+06,
746,B1352-51,*,227.424,-37.085,*,*,312.951,9.713,0.84,-3.59,5.16,*,1978,*,*,3.63E+06,
747,J1355-5747,*,230.837,-42.359,*,*,311.425,4.022,0.45,-4.82,4.25,*,2006,*,*,4.52E+07,
748,J1355-5925,*,231.958,-43.769,*,*,311.069,2.431,0.31,-5.43,3.77,*,2003,*,*,3.21E+06,
749,J1355-6206,*,233.734,-46.147,*,*,310.332,-0.156,-0.02,-5.75,3.62,*,2003,*,*,1.41E+09,
750,J1356-5521,*,229.539,-40.123,*,*,312.199,6.337,0.81,-5.39,3.61,*,1996,*,*,1.11E+07,
751,B1353-62,*,234.296,-46.339,*,*,310.474,-0.565,-0.06,-4.93,4.29,*,1973,*,*,*,
752,J1357-6429,*,235.766,-48.101,*,*,309.923,-2.514,-0.14,-2.38,6.51,XRS:PWN[zav07],2006,HE[lzg+11],1,7.31E+03,
753,J1358-2533,*,216.563,-12.594,*,*,321.485,34.887,1.45,-1.3,6.87,*,1996,*,*,*,
754,B1356-60,*,233.386,-44.595,*,*,311.239,1.126,0.1,-3.76,5.2,*,1978,*,*,3.19E+05,
755,J1400-1431,3.6,213.114,-2.106,34.75,-46,326.986,45.087,0.2,-0.11,8.34,OPT:[skm+17]&XRS:[skm+17]&GRS:3FGL_J1400,2013,*,*,6.76E+09,
756,J1400-6325,*,235.48,-46.978,*,*,310.592,-1.593,-0.19,-5.31,3.95,GRS:IGR_J14003-6326&SNR:G310.6-1.6,2010,HE,*,1.27E+04,
757,B1358-63,*,236.034,-47.377,*,*,310.569,-2.14,-0.07,-1.37,7.33,*,1978,*,*,7.91E+05,
758,B1359-51,*,228.374,-36.171,*,*,314.143,9.908,0.19,-0.76,7.76,*,1970,*,*,*,
759,J1403-0314,*,209.94,8.739,*,*,335.565,54.97,20.47,-5.94,-4.56,*,2019,*,*,*,
760,J1403-6310,*,235.645,-46.619,*,*,310.928,-1.423,-0.14,-4.28,4.79,*,2003,*,*,7.03E+07,
761,J1403-7646,*,248.334,-57.849,*,*,307.096,-14.494,-1.33,-4.1,5.4,*,1998,*,*,1.72E+07,
762,J1404+1159,*,204.51,23.07,*,*,355.078,67.115,2.01,-0.07,7.66,*,2003,*,*,3.06E+07,
763,J1405-42,*,224.687,-27.875,*,*,317.249,18.245,1.15,-2.36,5.95,*,2018,*,*,*,
764,J1405-4656,*,226.587,-31.939,*,*,315.826,14.079,0.16,-0.45,8.03,*,2015,*,*,4.32E+09,
765,J1405-5641,*,231.702,-40.788,*,*,312.971,4.737,1.02,-9.03,0.09,*,2006,*,*,8.17E+06,
766,J1406-5806,*,232.689,-42.003,*,*,312.673,3.345,0.33,-4.09,4.73,*,2003,*,*,7.48E+06,
767,J1406-6121,*,234.901,-44.829,*,*,311.841,0.203,0.03,-5.44,3.63,*,2001,*,*,6.17E+04,
768,J1407-6048,*,234.712,-44.287,*,*,312.13,0.681,0.09,-5.83,3.23,*,2001,*,*,2.47E+06,
769,J1407-6153,*,235.431,-45.242,*,*,311.81,-0.354,-0.05,-6.12,3.03,*,2001,*,*,1.26E+06,
770,J1409-6953,*,241.816,-52.041,*,*,309.574,-8.031,-1.22,-6.68,2.98,*,2012,*,*,9.97E+06,
771,J1410-6132,*,235.547,-44.781,*,*,312.196,-0.09,-0.02,-10.01,-0.57,*,2008,*,*,2.48E+04,
772,J1410-7404,*,245.937,-55.45,*,*,308.349,-12.043,-0.28,-1.03,7.69,*,2001,*,*,6.55E+08,
773,J1411+2551,*,199.928,36.451,*,*,33.38,72.101,1.08,0.19,8.21,*,2017,*,*,1.04E+10,
774,J1412-6111,*,235.708,-44.334,*,*,312.597,0.14,0.01,-3.89,4.93,*,2001,*,*,4.38E+06,
775,J1412-6145,*,235.952,-44.883,*,*,312.324,-0.366,-0.05,-5.26,3.71,*,2001,*,*,5.06E+04,
776,J1412+7922,*,117.365,70.382,*,*,118.318,37.02,0,0,8.5,XRS:1RXS_J141256.0+792204(Calvera)&GRS:,2011,NRAD,*,2.34E+09,
777,J1413-6141,*,236.058,-44.762,*,*,312.462,-0.337,-0.05,-6.26,2.77,*,2003,*,*,1.36E+04,
778,J1413-6205,*,236.376,-45.103,*,*,312.373,-0.736,-0.03,-1.59,7.05,GRS:2FGL_J1413.4-6204[naa+12]&GRS:1AGL_J,2010,NRAD,1,6.28E+04,
779,J1413-6222,*,236.505,-45.373,*,*,312.241,-0.988,-0.23,-9.69,-0.3,*,2001,*,*,2.08E+06,
780,B1409-62,*,237.08,-46.011,*,*,312.053,-1.718,-0.09,-2.26,6.46,*,1992,*,*,8.42E+05,
781,J1414-6802,*,240.875,-50.235,*,*,310.59,-6.42,-0.61,-4.09,5,*,2001,*,*,1.15E+07,
782,J1415-6621,*,239.686,-48.721,*,*,311.234,-4.846,-0.88,-7.82,1.65,*,2001,*,*,1.07E+07,
783,J1416-5033,*,230.374,-34.507,*,*,316.504,10.055,0.25,-0.96,7.49,*,2012,*,*,1.05E+08,
784,J1416-6037,*,235.878,-43.641,*,*,313.179,0.535,0.05,-3.7,5.02,*,2001,*,*,1.09E+06,
785,J1417-4402,0.221,227.568,-28.455,*,*,318.861,16.144,1.22,-2.78,5.32,GRS:3FGL_J1417.5-4402[aaa+15]&XRS:[scc+1,2016,HE,*,*,
786,J1418-3921,*,225.912,-23.995,*,*,320.82,20.461,1.43,-2.41,5.54,*,1996,*,*,1.95E+07,
787,J1418-5945,*,235.641,-42.739,*,*,313.706,1.287,0.14,-4.44,4.26,*,2003,*,*,9.78E+07,
788,J1418-6058,*,236.417,-43.814,*,*,313.325,0.135,0,-1.37,7.21,GRS:2FGL_J1418.7-6058[naa+12]&GRS:HESS_J,2009,NRAD,*,1.03E+04,
789,B1417-54,*,232.883,-37.676,*,*,315.793,6.36,0.49,-3.05,5.37,*,1978,*,*,6.39E+07,
790,J1420-5625,*,233.965,-39.664,*,*,315.002,4.349,0.1,-0.94,7.56,*,2004,*,*,8.01E+09,
791,J1420-6048,*,236.532,-43.594,*,*,313.541,0.227,0.02,-4.08,4.62,GRS:2FGL_J1420.1-6047[naa+12]&GRS:HESS_J,2001,HE[rrj01&waa+10],*,1.30E+04,
792,J1421-4409,*,228.338,-28.294,*,*,319.497,15.809,0.57,-1.3,6.98,*,2018,*,*,7.97E+09,
793,J1422-6138,*,237.4,-44.215,*,*,313.519,-0.654,0,0,8.5,GRS:3FGL_J1135.2-6054[aaa+15],2013,NRAD,2,5.58E+04,
794,J1423-6953,*,243.482,-51.396,*,*,310.736,-8.43,-0.69,-3.52,5.47,*,2001,*,*,3.64E+06,
795,J1424-5556,*,234.377,-38.972,*,*,315.718,4.614,0.5,-4.32,4.07,*,2004,*,*,1.56E+07,
796,J1424-56,*,234.804,-39.638,*,*,315.478,3.911,0.06,-0.66,7.82,*,2010,RRAT,*,*,
797,J1424-5822,*,235.772,-41.172,*,*,314.897,2.31,0.27,-4.74,3.77,*,2003,*,*,1.47E+06,
798,J1424-6438,*,239.726,-46.744,*,*,312.741,-3.561,-0.38,-4.46,4.38,*,2003,*,*,6.76E+07,
799,J1425-5723,*,235.39,-40.215,*,*,315.382,3.186,0.06,-0.74,7.75,*,2003,*,*,2.54E+08,
800,J1425-5759,*,235.778,-40.733,*,*,315.217,2.613,0.35,-5.38,3.08,*,2003,*,*,1.51E+07,
801,J1425-6210,*,238.126,-44.543,*,*,313.63,-1.258,-0.15,-4.96,3.77,*,2001,*,*,1.66E+07,
802,J1426+52,*,182.627,60.529,*,*,93.88,59.233,21.48,12.76,9.37,*,2019,*,*,*,
803,J1427-4158,*,228.702,-25.843,*,*,321.48,17.391,1.36,-2.71,5.1,*,2009,*,*,1.50E+07,
804,B1424-55,*,234.85,-38.343,*,*,316.427,4.796,0.16,-1.31,7.13,*,1978,*,*,4.33E+06,
805,J1429-5911,*,237.081,-41.608,*,*,315.261,1.299,0.04,-1.38,7.11,GRS:2FGL_J1430.0-5909[naa+12],2010,NRAD,*,6.02E+04,
806,J1429-5935,*,237.228,-42.005,*,*,315.046,0.947,0.13,-5.43,3.06,*,2001,*,*,2.83E+05,
807,B1426-66,*,241.707,-48.011,*,*,312.653,-5.404,-0.13,-0.97,7.6,*,1968,*,*,4.48E+06,
808,J1431-4715,0.64,231.583,-30.52,*,*,320.051,12.253,0.33,-0.98,7.33,*,2015,*,*,2.26E+09,
809,J1431-5740,*,236.412,-40.164,*,*,315.962,2.66,0.16,-2.47,5.95,*,2013,*,*,1.01E+10,
810,J1432-5032,*,233.215,-33.5,*,*,318.936,9.155,0.84,-3.42,4.57,*,2010,*,*,5.44E+06,
811,J1433+00,*,215.844,14.738,*,*,349.749,53.792,2.41,-0.31,6.76,*,2016,RRAT[dsm+16],*,*,
812,J1433-6038,*,238.407,-42.749,*,*,315.092,-0.197,-0.02,-4.39,4.09,*,2009,*,*,5.50E+06,
813,J1434-6006,*,238.232,-42.219,*,*,315.396,0.256,0.02,-3.72,4.73,*,2003,*,*,1.61E+06,
814,J1434-6029,*,238.539,-42.542,*,*,315.31,-0.13,-0.01,-3.38,5.08,*,2001,*,*,1.48E+07,
815,J1434+7257,*,137.13,71.762,*,*,113.082,42.153,0.65,0.66,8.78,*,2014,*,*,1.20E+09,
816,J1435-5954,*,238.263,-41.994,*,*,315.577,0.391,0.01,-0.74,7.74,*,2004,*,*,4.86E+06,
817,J1435-6100,*,238.941,-42.977,*,*,315.186,-0.641,-0.03,-1.98,6.51,*,2001,*,*,6.05E+09,
818,J1437-5959,*,238.612,-41.952,*,*,315.783,0.227,0.03,-5.96,2.38,SNR:G315.9-0.0&PWN:G315.78-0.23[nbg+12],2009,*,*,1.14E+05,
819,J1437-6146,*,239.664,-43.56,*,*,315.101,-1.422,-0.11,-3,5.49,*,2004,*,*,1.17E+06,
820,J1439-5501,*,236.466,-37.262,*,*,318.097,4.63,0.05,-0.43,8.02,*,2004,*,*,3.20E+09,
821,J1439+76,*,124.351,72.035,*,*,115.405,38.596,1.28,1.45,9.19,*,2015,RRAT,*,*,
822,B1436-63,*,241.323,-45.189,*,*,314.646,-3.384,-0.2,-2.45,6.08,*,1978,*,*,6.50E+06,
823,J1441-6137,*,240.245,-43.206,*,*,315.646,-1.505,-0.1,-2.71,5.73,*,2003,*,*,5.18E+07,
824,J1443-5122,*,235.444,-33.664,*,*,320.135,7.717,0.4,-1.89,6.23,*,2010,*,*,3.43E+07,
825,J1444-5941,*,239.641,-41.287,*,*,316.791,0.098,0.01,-2.63,5.7,*,2001,*,*,5.31E+06,
826,J1444-6026,*,239.938,-42.006,*,*,316.4,-0.544,-0.06,-4.01,4.29,*,2006,RRAT,*,4.07E+06,
827,J1446-4701,*,234.215,-29.411,*,*,322.5,11.425,0.31,-0.94,7.28,GRS:2FGL_J1446.8-4701[naa+12],2012,HE,*,3.54E+09,
828,J1449-5846,*,239.892,-40.217,*,*,317.72,0.664,0.05,-2.81,5.41,*,2003,*,*,8.54E+07,
829,J1452-5851,*,240.47,-40.116,*,*,318.087,0.398,0.03,-3.01,5.15,*,2001,*,*,1.21E+05,
830,J1452-6036,*,241.36,-41.737,*,*,317.296,-1.169,-0.13,-4.16,4,*,2003,*,*,1.69E+06,
831,J1453+1902,*,214.209,33.905,4.2,-10,23.395,60.812,1.11,0.25,7.93,*,2007,*,*,7.87E+09,
832,B1449-64,*,243.441,-45.019,*,*,315.733,-4.427,-0.22,-1.95,6.5,*,1969,*,*,1.04E+06,
833,J1454-5846,*,240.636,-39.981,*,*,318.272,0.391,0.02,-1.99,6.27,*,2001,*,*,8.78E+08,
834,J1455-3330,0.99,231.348,-16.045,8.2,0.5,330.722,22.562,0.39,-0.46,7.69,*,1995,HE[lsg+15],*,5.21E+09,
835,J1455-59,*,241.079,-40.498,*,*,318.101,-0.203,-0.02,-4.47,3.52,*,2013,*,*,*,
836,J1456-48,*,236.312,-29.797,*,*,323.492,9.837,1.6,-5.47,1.1,*,2015,*,*,*,
837,B1451-68,2.2,246.559,-49.001,*,*,313.868,-8.543,-0.06,-0.31,8.21,*,1968,*,*,4.22E+07,
838,B1454-51,*,237.933,-32.894,*,*,322.134,6.722,0.12,-0.6,7.72,*,1978,*,*,5.24E+06,
839,J1457-5900,*,241.295,-40.034,*,*,318.561,-0.027,0,-2.48,5.7,*,2003,*,*,6.49E+06,
840,J1457-5902,*,241.286,-40.058,*,*,318.538,-0.037,0,-4.22,3.73,*,2003,*,*,5.03E+05,
841,J1459-6053,*,242.507,-41.686,*,*,317.886,-1.791,-0.06,-1.23,7.14,GRS:2FGL_J1459.4-6054[naa+12],2009,NRAD,*,6.47E+04,
842,J1501-0046,*,223.206,15.724,*,*,356.582,48.051,1.58,-0.08,7.08,*,2013,*,*,3.07E+07,
843,J1501-5637,*,240.857,-37.609,*,*,320.181,1.81,0.16,-3.16,4.71,*,2003,*,*,7.30E+07,
844,J1502-5653,*,241.154,-37.803,*,*,320.186,1.505,0.1,-2.53,5.46,*,2004,*,*,4.64E+06,
845,J1502-5828,*,241.838,-39.294,*,*,319.395,0.133,0.02,-4.61,3.12,*,2003,*,*,2.91E+05,
846,J1502-6128,*,243.255,-42.098,*,*,317.921,-2.483,-0.22,-3.47,4.65,*,2003,*,*,9.90E+06,
847,J1502-6752,*,246.805,-47.978,*,*,314.799,-8.067,-1.08,-5.43,3.11,*,2012,*,*,1.35E+09,
848,J1503+2111,*,216.035,36.746,*,*,29.062,59.296,0.21,0.06,8.39,*,2005,*,*,3.75E+08,
849,J1504-5621,*,241.222,-37.212,*,*,320.671,1.849,0.11,-2.21,5.8,*,2003,*,*,1.18E+06,
850,B1503-51,*,239.732,-32.986,*,*,323.076,5.534,0.13,-0.83,7.4,*,1978,*,*,2.09E+06,
851,B1504-43,*,236.997,-25.242,*,*,327.339,12.459,0.3,-0.73,7.36,*,1978,*,*,2.87E+06,
852,B1503-66,*,246.809,-46.676,*,*,315.858,-7.297,-0.61,-3.31,5.09,*,1978,*,*,4.89E+06,
853,B1508+55,0.47,188.029,67.217,*,*,91.325,52.287,1.66,1.28,8.53,*,1968,*,1,2.34E+06,
854,J1509-5850,*,243.064,-39.332,*,*,319.972,-0.621,-0.04,-2.17,5.92,XRS:PWN[hb07c]&GRS:2FGL_J1509.6-5850[naa,2003,HE[waa+10],*,1.54E+05,
855,J1509-6015,*,243.659,-40.663,*,*,319.228,-1.815,-0.35,-7.24,0.11,*,2003,*,*,2.53E+06,
856,B1507-44,*,237.778,-25.546,*,*,327.586,11.729,0.84,-2.17,5.09,*,1978,*,*,2.45E+07,
857,J1511-5414,*,241.512,-34.884,*,*,322.598,3.177,0.13,-1.47,6.57,*,2003,*,*,6.55E+06,
858,J1511-5835,*,243.21,-39.015,*,*,320.289,-0.508,-0.05,-3.29,4.54,*,2003,*,*,1.39E+07,
859,J1512-5431,*,241.662,-35.135,*,*,322.486,2.92,0.26,-3.11,4.45,*,2003,*,*,1.68E+07,
860,B1508-57,*,243.205,-38.388,*,*,320.772,-0.108,-0.01,-4.33,3.2,*,1992,*,*,2.98E+05,
861,J1513-2550,*,232.881,-7.61,*,*,338.82,26.964,1.8,-1.28,5.21,GRS:3FGL_J1513.4-2549[san16],2016,HE,*,1.55E+09,
862,J1513-5739,*,243.257,-38.002,*,*,321.097,0.104,0.01,-3.7,3.92,*,2001,*,*,5.60E+05,
863,B1509-58,*,243.891,-39.402,*,*,320.321,-1.162,-0.09,-2.81,5.11,SNR:G320.4-1.2&GRS:PWN:2FGL_J1514.0-5915,1982,HE[umw+93&ppp+09],*,1.56E+03,
864,J1513-5946,*,244.148,-40.011,*,*,319.97,-1.697,-0.11,-2.42,5.62,*,2010,RRAT,*,1.94E+06,
865,B1510-48,*,239.831,-29.381,*,*,325.872,7.835,0.17,-0.69,7.48,*,1978,*,*,7.79E+06,
866,J1514-4946,*,240.265,-30.519,*,*,325.249,6.807,0.11,-0.52,7.76,GRS:3FGL_J1514.2-4947[aaa+15],2012,HE,*,3.05E+09,
867,J1514-5925,*,244.185,-39.632,*,*,320.284,-1.482,-0.1,-2.5,5.49,*,2003,*,*,8.18E+05,
868,J1515-5720,*,243.317,-37.663,*,*,321.39,0.282,0.03,-3.79,3.76,*,2003,*,*,7.45E+05,
869,J1516-43,*,238.534,-24.256,*,*,329.041,12.062,0.64,-1.53,5.95,*,2019,*,*,*,
870,J1517-32,*,235.449,-13.753,*,*,335.397,21.105,0.36,-0.38,7.66,*,2019,*,*,*,
871,J1517-4356,*,238.899,-24.788,*,*,328.85,11.463,0.89,-2.27,4.75,*,2001,*,*,4.79E+07,
872,J1517-4636,*,239.76,-27.335,*,*,327.399,9.217,1.23,-4.08,2.12,*,2010,*,*,6.70E+06,
873,B1516+02A,*,226.59,19.656,*,*,3.87,46.802,6.2,0.39,2.69,GC:M5,1989,*,*,2.13E+09,
874,B1516+02B,*,226.583,19.651,*,*,3.859,46.806,6.2,0.39,2.7,GC:M5,1989,*,*,*,
875,J1518+0204C,*,226.591,19.645,*,*,3.856,46.797,5.83,0.37,3.04,GC:M5&OPT:COM_M5C[prf+14],2007,*,*,1.51E+09,
876,J1518+0204D,*,226.595,19.649,*,*,3.864,46.795,5.83,0.37,3.04,GC:M5,2007,*,*,*,
877,J1518+0204E,*,226.595,19.649,*,*,3.864,46.795,5.83,0.37,3.04,GC:M5,2007,*,*,*,
878,J1518-0627,*,229.071,11.453,*,*,355.146,41.002,1.76,-0.17,6.48,*,2013,*,*,3.01E+07,
879,J1518-3952,*,237.954,-20.81,*,*,331.368,14.715,2.83,-5.16,-0.96,*,2019,*,*,3.34E+07,
880,J1518+4904,*,200.274,63.072,*,*,80.808,54.282,0.78,0.55,8.41,*,1996,*,*,2.39E+10,
881,J1518-5415,*,242.592,-34.604,*,*,323.383,2.675,0.18,-2.25,5.48,*,2009,*,*,8.39E+07,
882,J1519-5734,*,244.154,-37.67,*,*,321.8,-0.238,-0.03,-4.24,3.12,*,2006,*,*,1.92E+06,
883,J1519-6106,*,245.643,-41.023,*,*,319.876,-3.216,-0.28,-3.25,4.64,*,2006,*,*,4.08E+06,
884,J1519-6308,*,246.518,-42.94,*,*,318.743,-4.896,-1.06,-8.13,-0.77,*,2004,*,*,3.33E+06,
885,J1522-5525,*,243.683,-35.531,*,*,323.231,1.397,0.05,-1.2,6.9,*,2003,*,*,6.67E+06,
886,J1522-5735,*,244.527,-37.584,*,*,322.052,-0.415,0,0,8.5,SNR:G321.9-0.3(?)[pga+13]&GRS:3FGL_J1521,2013,NRAD,1,5.18E+04,
887,B1518-58,*,244.991,-38.411,*,*,321.63,-1.215,-0.08,-2.41,5.46,*,1992,*,*,3.05E+06,
888,J1524-5625,*,244.514,-36.365,*,*,323,0.351,0.02,-2.03,5.8,*,2003,*,*,3.18E+04,
889,J1524-5706,*,244.704,-37.038,*,*,322.568,-0.186,-0.02,-4.52,2.6,*,2003,*,*,4.96E+04,
890,J1524-5819,*,245.195,-38.185,*,*,321.907,-1.201,-0.16,-4.66,2.56,*,2009,*,*,1.21E+05,
891,J1525-5417,*,243.823,-34.305,*,*,324.258,2.078,0.18,-2.85,4.54,*,2003,*,*,9.91E+05,
892,J1525-5523,*,244.25,-35.349,*,*,323.662,1.151,0.06,-1.85,5.98,*,2015,*,*,6.28E+08,
893,J1525-5545,*,244.368,-35.71,*,*,323.439,0.851,0.05,-1.87,5.98,*,2014,*,*,1.37E+09,
894,J1525-5605,*,244.527,-36.008,*,*,323.286,0.565,0.05,-3.06,4.4,*,2003,*,*,3.83E+07,
895,J1526-5633,*,244.87,-36.418,*,*,323.136,0.093,0.01,-2.88,4.66,*,2003,*,*,3.89E+07,
896,B1524-39,*,239.64,-20.009,*,*,333.049,14.02,0.41,-0.75,7.02,*,1978,*,*,2.01E+06,
897,B1523-55,*,244.772,-35.716,*,*,323.638,0.59,0.05,-3.15,4.22,*,1978,*,*,1.47E+06,
898,J1528-3146,*,237.701,-12.476,*,*,337.939,20.217,0.27,-0.27,7.83,*,2007,*,*,3.87E+09,
899,J1528-4109,*,240.127,-21.575,*,*,332.106,12.671,1.2,-2.49,3.8,*,2001,*,*,2.11E+07,
900,J1528-5547,*,244.903,-35.599,*,*,323.796,0.579,0.05,-2.64,4.89,*,2015,*,*,7.09E+06,
901,J1528-5838,*,245.951,-38.317,*,*,322.166,-1.752,0,0,8.5,GRS:3FGL_J1528.3-5836[aaa+15],2017,NRAD,*,2.28E+05,
902,J1529-3828,*,239.605,-18.933,*,*,333.886,14.728,1.09,-1.83,4.77,*,2014,*,*,4.98E+09,
903,J1529+40,*,212.017,56.918,*,*,66.183,54.907,0.41,0.26,8.38,*,2017,*,*,*,
904,J1529-5355,*,244.452,-33.764,*,*,325.006,2.009,0.22,-3.58,3.39,*,2003,*,*,1.74E+07,
905,J1529-5611,*,245.207,-35.943,*,*,323.678,0.173,0.01,-1.97,5.83,*,2003,*,*,3.18E+06,
906,J1530-5327,*,244.374,-33.302,*,*,325.328,2.347,0.05,-0.64,7.58,*,2001,*,*,9.44E+05,
907,J1530-6343,*,248.461,-43.044,*,*,319.506,-6.101,-1.22,-7.39,-0.16,*,2012,*,*,1.75E+07,
908,J1531-4012,*,240.451,-20.511,*,*,333.147,13.113,2.16,-4.19,0.22,*,2001,*,*,5.87E+07,
909,J1531-5610,*,245.51,-35.857,*,*,323.897,0.033,0,-1.67,6.21,*,2003,*,*,9.71E+04,
910,B1530+27,0.59,221.061,45.126,*,*,43.481,54.495,1.38,0.68,7.79,*,1978,*,1,2.29E+07,
911,J1532-5308,*,244.627,-32.893,*,*,325.78,2.434,0.16,-2.15,5.34,*,2003,*,*,1.08E+08,
912,J1532-56,*,245.775,-36.158,*,*,323.79,-0.321,-0.02,-2.62,4.92,*,2015,*,*,*,
913,J1534-4428,*,242.36,-24.45,*,*,331.161,9.261,1.55,-4.59,0.17,*,2012,*,*,1.08E+08,
914,J1534-46,*,242.732,-26.186,*,*,330.007,7.91,0.28,-1.01,6.75,*,2010,RRAT,*,*,
915,B1530-53,*,245.039,-33.247,*,*,325.715,1.944,0.03,-0.46,7.83,*,1968,*,*,1.52E+07,
916,B1530-539,*,245.288,-33.73,*,*,325.463,1.483,0.1,-2.13,5.41,*,1992,*,*,2.97E+06,
917,J1535-4114,*,241.544,-21.302,*,*,333.175,11.821,0.57,-1.22,6.08,*,2001,*,*,1.68E+06,
918,J1535-4415,*,242.501,-24.191,*,*,331.447,9.324,0.94,-2.75,3.46,*,2001,*,*,1.83E+08,
919,J1535-5450,*,245.781,-34.388,*,*,325.194,0.757,0.05,-2.25,5.26,*,2003,*,*,6.26E+05,
920,J1535-5848,*,247.101,-38.211,*,*,322.797,-2.406,-0.12,-1.79,6.14,*,2003,*,*,1.79E+06,
921,J1536+17,*,226.339,35.969,*,*,27.983,50.988,19.43,7.38,-5.4,*,2017,*,*,*,
922,J1536-3602,*,240.39,-16.231,*,*,336.555,15.841,3.84,-5.38,-3.91,*,2009,*,*,2.65E+07,
923,J1536-4948,*,244.146,-29.542,*,*,328.157,4.838,0.08,-0.52,7.67,GRS:2FGL_J1536.4-4949[naa+12],2012,HE,*,*,
924,J1536-5433,*,245.701,-34.109,*,*,325.374,0.98,0.06,-1.88,5.78,*,2001,*,*,7.31E+06,
925,J1536-5907,*,247.378,-38.468,*,*,322.722,-2.734,-0.39,-4.92,2.03,*,2009,*,*,6.47E+06,
926,B1534+12,0.86,228.553,30.378,*,*,19.848,48.341,0.79,0.24,7.84,XRS:[kpg06b],1991,*,*,2.48E+08,
927,J1537-4912,*,244.226,-28.9,*,*,328.705,5.181,0.19,-1.07,6.75,*,2001,*,*,2.47E+06,
928,J1537-5153,*,245.023,-31.495,*,*,327.088,3.035,0.15,-1.49,6.2,*,2003,*,*,5.80E+06,
929,J1537-5645,*,246.757,-36.144,*,*,324.283,-0.943,-0.14,-4.94,1.63,*,2001,*,*,2.45E+06,
930,J1538+2345,*,224.592,41.761,*,*,37.318,52.391,1.04,0.48,7.86,*,2015,RRAT,*,7.93E+06,
931,J1538-5438,*,246.189,-34.078,*,*,325.645,0.679,0.04,-1.79,5.87,*,2001,*,*,3.08E+06,
932,J1538-5519,*,246.4,-34.748,*,*,325.219,0.134,0.01,-3.39,3.62,*,2009,*,*,1.53E+08,
933,J1538-5551,*,246.593,-35.254,*,*,324.912,-0.299,-0.03,-3.44,3.6,*,2004,*,*,5.17E+05,
934,J1538-5621,*,246.764,-35.74,*,*,324.608,-0.703,-0.04,-1.92,5.8,*,2015,*,*,4.14E+06,
935,J1538-5638,*,246.756,-36.025,*,*,324.378,-0.871,-0.11,-4.1,2.78,*,2003,*,*,1.88E+06,
936,J1538-5732,*,247.113,-36.883,*,*,323.865,-1.617,-0.1,-2.02,5.73,*,2006,*,*,1.19E+06,
937,J1538-5750,*,247.194,-37.174,*,*,323.672,-1.843,-0.08,-1.49,6.47,*,2003,*,*,1.91E+08,
938,J1539-4828,*,244.412,-28.112,*,*,329.428,5.541,0.33,-1.75,5.53,*,2009,*,*,1.59E+07,
939,J1539-5521,*,246.483,-34.753,*,*,325.256,0.077,0.01,-2.8,4.47,*,2003,*,*,2.19E+07,
940,B1535-56,*,246.874,-35.792,*,*,324.621,-0.806,-0.05,-2.05,5.61,*,1992,*,1,7.95E+05,
941,J1539-6322,*,249.551,-42.416,*,*,320.488,-6.39,-0.79,-4.49,3.06,*,2001,*,*,1.28E+08,
942,J1540-5736,*,247.57,-36.852,*,*,324.109,-1.891,-0.21,-3.72,3.36,*,2001,*,*,2.31E+07,
943,J1541-42,*,243.121,-22.042,*,*,333.514,10.214,0.37,-0.93,6.64,*,2011,RRAT,*,*,
944,J1541-5535,*,247.007,-34.868,*,*,325.424,-0.337,-0.03,-2.93,4.25,*,2003,*,*,6.25E+04,
945,J1542-5034,*,245.581,-29.996,*,*,328.568,3.577,0.17,-1.42,6.18,*,1996,*,*,2.39E+06,
946,J1542-5133,*,245.806,-30.972,*,*,327.913,2.827,0.2,-2.15,5.06,*,2004,*,*,4.80E+07,
947,J1542-5303,*,246.372,-32.397,*,*,327.073,1.578,0.15,-2.92,3.99,*,2003,*,*,2.46E+05,
948,B1540-06,0.31,235.086,13.053,*,*,0.566,36.608,1.92,0.03,5.91,*,1978,*,*,1.28E+07,
949,B1541+09,0.13,231.05,28.435,*,*,17.811,45.775,4.23,1.26,4.58,*,1969,*,*,2.74E+07,
950,J1543-5013,*,245.697,-29.623,*,*,328.925,3.725,0.38,-2.99,3.53,*,2003,*,*,1.01E+06,
